"PathwayID"	"PathwayName"	"GeneList"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d015818_T002.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d015256_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d006257_T009.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d027386_T002.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d008727_T010.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d036718_T002.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d005484_T003.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d050470_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d005770_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d037946_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d039670_T012.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d022594_T002.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d015033_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d023573_T002.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d037643_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d029397_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d006262_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d029684_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d009075_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d040058_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d024528_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d015399_T002.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d014357_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d049505_T001.1"
"PWY-3561"	"choline biosynthesis III"	"Zm00001d030131_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d015618_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d003129_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d020528_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d002353_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d049704_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d042826_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d010079_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d012333_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d039952_T002.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d039840_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d018367_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d031893_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d024317_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d039947_T002.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d017186_T003.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d039837_T005.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d039951_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d039956_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d045092_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d051334_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d005607_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d050455_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d035865_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d043174_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d033020_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d005184_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d027391_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d038555_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d013862_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d032468_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d032467_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d052842_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d036293_T002.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d024596_T002.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d005998_T003.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d045206_T003.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d045043_T004.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d002250_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d006037_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d020961_T002.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d046713_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d034716_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d032152_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d050417_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d045101_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d020957_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d020958_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d046333_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d001849_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d046915_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d052096_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d027499_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d027535_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d045679_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d027534_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d050224_T002.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d037318_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d048446_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d015025_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d011163_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d032107_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d015459_T003.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d051529_T001.1"
"PWY-361"	"phenylpropanoid biosynthesis"	"Zm00001d032103_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d044459_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d011330_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d004057_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d047218_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d029393_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d051055_T003.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G884538_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G862955_P02.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d009727_T006.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d034218_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G897755_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G874448_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d018479_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d040819_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d020930_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d040515_T003.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d033530_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G887911_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d013424_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d046260_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d013156_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d012469_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G804358_P02.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d021536_T003.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G800101_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d038441_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d038658_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d047441_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G800096_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d035824_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G864407_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d014428_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d011732_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d016566_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G854065_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d031940_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G866223_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d006714_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d048204_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d027493_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d025423_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G839924_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d027389_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d008215_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d028181_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d031431_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G834128_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d016705_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d012741_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d034244_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d031975_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d006421_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d038508_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d033753_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d043619_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d021958_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G876913_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d028918_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d043224_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d011845_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d033531_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d043620_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d042061_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G856027_P02.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d012742_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d007048_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G851708_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G800980_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d019605_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G876106_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d022341_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d022324_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d030138_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G810298_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d050384_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d012599_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d046083_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d038435_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d037899_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d008855_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d035054_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d033554_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d020354_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d049691_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d013526_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d010491_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d032588_T005.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d013966_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d045520_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d025385_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d005695_T001.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d048102_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d019992_T003.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d007245_T002.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d028194_T003.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d011706_T003.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"GRMZM5G884707_P01.1"
"PWY-3781"	"aerobic respiration I (cytochrome c)"	"Zm00001d007854_T002.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d013428_T002.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d033746_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d019976_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d036666_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d044211_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d036664_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d019568_T002.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d020771_T003.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d005925_T002.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d014644_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d034256_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d010482_T002.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d026287_T007.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d028393_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d036477_T002.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d006309_T007.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d002338_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d010585_T002.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d033007_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d021421_T007.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d049075_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d042154_T021.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d014674_T003.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d015008_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d015066_T002.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d010092_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d035037_T008.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d012173_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d042847_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d035038_T004.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d033181_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d042536_T001.1"
"PWY-3801"	"sucrose degradation II (sucrose synthase)"	"Zm00001d044813_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d052165_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d049977_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d032085_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d052164_T002.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d018161_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d021367_T002.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d032815_T011.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d028260_T005.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d044569_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d033947_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d048050_T004.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d031055_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d051804_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d033747_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d017958_T002.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d047936_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d011989_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d017025_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d049995_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d039831_T001.1"
"PWY-381"	"nitrate reduction II (assimilatory)"	"Zm00001d031769_T001.1"
"PWY-3821"	"D-galactose degradation III"	"Zm00001d032346_T002.1"
"PWY-3821"	"D-galactose degradation III"	"Zm00001d051167_T001.1"
"PWY-3821"	"D-galactose degradation III"	"Zm00001d019946_T001.1"
"PWY-3821"	"D-galactose degradation III"	"Zm00001d021249_T003.1"
"PWY-3821"	"D-galactose degradation III"	"Zm00001d029151_T002.1"
"PWY-3821"	"D-galactose degradation III"	"Zm00001d020093_T002.1"
"PWY-3821"	"D-galactose degradation III"	"Zm00001d005598_T001.1"
"PWY-3821"	"D-galactose degradation III"	"Zm00001d000433_T001.1"
"PWY-3821"	"D-galactose degradation III"	"Zm00001d020094_T001.1"
"PWY-3821"	"D-galactose degradation III"	"Zm00001d018902_T001.1"
"PWY-3821"	"D-galactose degradation III"	"Zm00001d036477_T002.1"
"PWY-3821"	"D-galactose degradation III"	"Zm00001d014674_T003.1"
"PWY-3821"	"D-galactose degradation III"	"Zm00001d034733_T002.1"
"PWY-3841"	"folate transformations II"	"Zm00001d013786_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d045527_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d006676_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d034602_T003.1"
"PWY-3841"	"folate transformations II"	"Zm00001d012999_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d013002_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d042247_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d020669_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d005614_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d010867_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d053900_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d048974_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d053800_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d015378_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d000064_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d047085_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d019077_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d009738_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d049234_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d042661_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d002554_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d030859_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d007237_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d012247_T002.1"
"PWY-3841"	"folate transformations II"	"Zm00001d040457_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d030396_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d007318_T011.1"
"PWY-3841"	"folate transformations II"	"Zm00001d003504_T002.1"
"PWY-3841"	"folate transformations II"	"Zm00001d007196_T001.1"
"PWY-3841"	"folate transformations II"	"Zm00001d049188_T008.1"
"PWY-3841"	"folate transformations II"	"Zm00001d050448_T001.1"
"PWY-3881"	"mannitol biosynthesis"	"Zm00001d008525_T001.1"
"PWY-3881"	"mannitol biosynthesis"	"Zm00001d048907_T001.1"
"PWY-3881"	"mannitol biosynthesis"	"Zm00001d040020_T001.1"
"PWY-3881"	"mannitol biosynthesis"	"Zm00001d008524_T001.1"
"PWY-3881"	"mannitol biosynthesis"	"Zm00001d026449_T001.1"
"PWY-3881"	"mannitol biosynthesis"	"Zm00001d053932_T002.1"
"PWY-3881"	"mannitol biosynthesis"	"Zm00001d050337_T001.1"
"PWY-3881"	"mannitol biosynthesis"	"Zm00001d053970_T001.1"
"PWY-3982"	"uracil degradation I (reductive)"	"Zm00001d021506_T001.1"
"PWY-3982"	"uracil degradation I (reductive)"	"Zm00001d043152_T002.1"
"PWY-3982"	"uracil degradation I (reductive)"	"Zm00001d017966_T001.1"
"PWY-3982"	"uracil degradation I (reductive)"	"Zm00001d012711_T001.1"
"PWY-4"	"UDP-D-galacturonate biosynthesis II (from D-galacturonate)"	"Zm00001d002377_T001.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d053149_T002.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d005882_T004.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d018593_T001.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d016731_T001.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d018594_T001.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d003750_T001.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d053174_T001.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d028211_T001.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d043881_T001.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d004642_T001.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d025459_T001.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d028571_T004.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d039953_T001.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d031428_T001.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d020537_T001.1"
"PWY-401"	"galactolipid biosynthesis I"	"Zm00001d018406_T001.1"
"PWY-4021"	"&beta;-alanine betaine biosynthesis"	"Zm00001d051870_T001.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d021465_T002.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d034884_T001.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d029652_T001.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"alt7"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d007672_T001.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d008687_T001.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d041710_T001.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d046779_T003.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d007661_T001.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d017328_T001.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d007667_T001.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d007670_T002.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d040146_T002.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d007658_T001.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d035445_T001.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d010950_T003.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d015767_T002.1"
"PWY-4041"	"&gamma;-glutamyl cycle"	"Zm00001d004035_T001.1"
"PWY-4081"	"glutathione-peroxide redox reactions"	"Zm00001d027769_T001.1"
"PWY-4081"	"glutathione-peroxide redox reactions"	"Zm00001d018454_T004.1"
"PWY-4081"	"glutathione-peroxide redox reactions"	"Zm00001d025657_T001.1"
"PWY-4081"	"glutathione-peroxide redox reactions"	"Zm00001d016478_T001.1"
"PWY-4081"	"glutathione-peroxide redox reactions"	"Zm00001d023872_T001.1"
"PWY-4081"	"glutathione-peroxide redox reactions"	"Zm00001d006437_T001.1"
